year,st_case,state,statename,age,rv,Z,alcohol_involved,male,fatal_injury
2019,550312,55,Wisconsin,18,-3,0,0,0,0
2019,550312,55,Wisconsin,18,-3,0,0,0,0
2019,550312,55,Wisconsin,18,-3,0,0,0,0
2019,550316,55,Wisconsin,23,2,1,0,1,1
2019,550319,55,Wisconsin,23,2,1,0,1,1
2019,550328,55,Wisconsin,22,1,1,1,1,1
2019,550334,55,Wisconsin,21,0,1,1,1,1
2019,550339,55,Wisconsin,21,0,1,0,1,1
2019,550339,55,Wisconsin,21,0,1,0,1,0
2019,550342,55,Wisconsin,20,-1,0,1,1,0
2019,550342,55,Wisconsin,20,-1,0,1,1,1
2019,550344,55,Wisconsin,22,1,1,1,1,1
2019,550344,55,Wisconsin,21,0,1,0,1,0
2019,550344,55,Wisconsin,21,0,1,0,0,0
2019,550344,55,Wisconsin,23,2,1,0,1,1
2019,550345,55,Wisconsin,21,0,1,1,1,1
2019,550347,55,Wisconsin,22,1,1,0,1,1
2019,550349,55,Wisconsin,24,3,1,1,1,0
2019,550351,55,Wisconsin,22,1,1,0,1,0
2019,550358,55,Wisconsin,19,-2,0,0,1,0
2019,550365,55,Wisconsin,21,0,1,1,1,1
2019,550385,55,Wisconsin,23,2,1,0,1,0
2019,550386,55,Wisconsin,19,-2,0,0,1,1
2019,550386,55,Wisconsin,19,-2,0,0,1,0
2019,550392,55,Wisconsin,22,1,1,1,1,1
2019,550393,55,Wisconsin,22,1,1,0,0,0
2019,550393,55,Wisconsin,24,3,1,0,1,1
2019,550399,55,Wisconsin,22,1,1,1,1,1
2019,550409,55,Wisconsin,24,3,1,1,1,1
2019,550412,55,Wisconsin,24,3,1,0,1,0
2019,550413,55,Wisconsin,18,-3,0,0,1,0
2019,550421,55,Wisconsin,24,3,1,1,1,1
2019,550424,55,Wisconsin,24,3,1,1,1,1
2019,550426,55,Wisconsin,22,1,1,1,1,1
2019,550445,55,Wisconsin,24,3,1,1,1,1
2019,550447,55,Wisconsin,19,-2,0,0,0,0
2019,550451,55,Wisconsin,21,0,1,0,0,0
2019,550452,55,Wisconsin,20,-1,0,0,0,0
2019,550456,55,Wisconsin,23,2,1,0,0,1
2019,550474,55,Wisconsin,20,-1,0,0,0,1
2019,550475,55,Wisconsin,19,-2,0,0,0,0
2019,550478,55,Wisconsin,19,-2,0,0,1,0
2019,550480,55,Wisconsin,23,2,1,0,0,0
2019,550481,55,Wisconsin,20,-1,0,1,1,0
2019,550481,55,Wisconsin,21,0,1,0,1,0
2019,550481,55,Wisconsin,20,-1,0,0,1,1
2019,550481,55,Wisconsin,18,-3,0,0,0,1
2019,550481,55,Wisconsin,20,-1,0,0,1,0
2019,550489,55,Wisconsin,19,-2,0,0,1,1
2019,550489,55,Wisconsin,20,-1,0,0,1,1
2019,550502,55,Wisconsin,21,0,1,0,1,1
2019,550503,55,Wisconsin,21,0,1,1,1,1
2019,550505,55,Wisconsin,20,-1,0,0,1,0
2019,550506,55,Wisconsin,19,-2,0,0,1,0
2019,550506,55,Wisconsin,19,-2,0,0,1,1
2019,550506,55,Wisconsin,19,-2,0,0,1,0
2019,550508,55,Wisconsin,18,-3,0,0,1,0
2019,550509,55,Wisconsin,22,1,1,0,0,1
2019,550509,55,Wisconsin,22,1,1,0,0,1
2019,550515,55,Wisconsin,24,3,1,0,0,0
2019,550517,55,Wisconsin,24,3,1,1,1,1
2019,550518,55,Wisconsin,23,2,1,0,1,0
2019,550522,55,Wisconsin,23,2,1,0,1,1
2019,550525,55,Wisconsin,22,1,1,0,0,1
2019,550529,55,Wisconsin,22,1,1,0,0,0
2019,560001,56,Wyoming,21,0,1,0,1,1
2019,560001,56,Wyoming,20,-1,0,0,1,0
2019,560001,56,Wyoming,23,2,1,0,0,0
2019,560001,56,Wyoming,19,-2,0,0,1,0
2019,560001,56,Wyoming,21,0,1,0,1,0
2019,560005,56,Wyoming,22,1,1,0,1,1
2019,560008,56,Wyoming,24,3,1,1,1,1
2019,560014,56,Wyoming,22,1,1,0,0,0
2019,560031,56,Wyoming,20,-1,0,1,1,0
2019,560037,56,Wyoming,21,0,1,0,0,0
2019,560038,56,Wyoming,18,-3,0,1,1,1
2019,560041,56,Wyoming,20,-1,0,1,0,1
2019,560045,56,Wyoming,18,-3,0,0,1,1
2019,560069,56,Wyoming,19,-2,0,0,1,0
2019,560070,56,Wyoming,23,2,1,0,0,1
2019,560071,56,Wyoming,24,3,1,1,1,0
2019,560072,56,Wyoming,24,3,1,0,0,0
2019,560081,56,Wyoming,23,2,1,0,1,0
2019,560085,56,Wyoming,18,-3,0,0,0,1
2019,560089,56,Wyoming,18,-3,0,1,0,0
2019,560094,56,Wyoming,20,-1,0,1,1,0
2019,560094,56,Wyoming,21,0,1,1,0,0
2019,560096,56,Wyoming,22,1,1,0,1,1
2019,560104,56,Wyoming,24,3,1,1,1,1
2019,560105,56,Wyoming,22,1,1,0,1,1
2019,560111,56,Wyoming,21,0,1,0,1,1
2019,560113,56,Wyoming,19,-2,0,0,1,1
2020,10013,1,Alabama,18,-3,0,0,1,0
2020,10018,1,Alabama,22,1,1,0,1,0
2020,10025,1,Alabama,22,1,1,0,1,1
2020,10031,1,Alabama,23,2,1,0,0,1
2020,10034,1,Alabama,24,3,1,0,0,1
2020,10037,1,Alabama,24,3,1,0,1,0
2020,10044,1,Alabama,18,-3,0,0,1,0
2020,10060,1,Alabama,24,3,1,1,1,1
2020,10072,1,Alabama,24,3,1,0,1,1
2020,10077,1,Alabama,20,-1,0,0,1,0
2020,10084,1,Alabama,19,-2,0,0,1,0
2020,10089,1,Alabama,18,-3,0,0,0,1
2020,10090,1,Alabama,23,2,1,0,1,0
2020,10097,1,Alabama,19,-2,0,0,0,1
2020,10111,1,Alabama,22,1,1,0,0,0
2020,10112,1,Alabama,24,3,1,0,1,0
2020,10131,1,Alabama,20,-1,0,0,0,0
2020,10140,1,Alabama,18,-3,0,0,1,0
2020,10141,1,Alabama,24,3,1,0,1,0
2020,10144,1,Alabama,23,2,1,0,1,0
2020,10159,1,Alabama,24,3,1,0,1,0
2020,10161,1,Alabama,22,1,1,0,1,1
2020,10169,1,Alabama,21,0,1,0,0,1
2020,10170,1,Alabama,20,-1,0,0,0,1
2020,10174,1,Alabama,19,-2,0,0,0,0
2020,10176,1,Alabama,22,1,1,0,1,0
2020,10177,1,Alabama,19,-2,0,0,1,1
2020,10178,1,Alabama,19,-2,0,0,1,0
2020,10185,1,Alabama,22,1,1,1,0,0
2020,10193,1,Alabama,20,-1,0,0,1,0
2020,10195,1,Alabama,21,0,1,0,0,0
2020,10199,1,Alabama,18,-3,0,0,1,0
2020,10220,1,Alabama,23,2,1,0,0,1
2020,10227,1,Alabama,21,0,1,0,0,0
2020,10232,1,Alabama,24,3,1,0,0,0
2020,10239,1,Alabama,19,-2,0,0,0,0
2020,10243,1,Alabama,18,-3,0,0,1,0
2020,10244,1,Alabama,22,1,1,0,1,1
2020,10246,1,Alabama,24,3,1,1,1,0
2020,10252,1,Alabama,23,2,1,0,1,1
2020,10259,1,Alabama,20,-1,0,0,1,1
2020,10278,1,Alabama,24,3,1,0,1,1
2020,10279,1,Alabama,22,1,1,0,1,0
2020,10279,1,Alabama,21,0,1,0,1,0
2020,10282,1,Alabama,20,-1,0,0,0,0
2020,10285,1,Alabama,23,2,1,1,1,0
2020,10294,1,Alabama,18,-3,0,0,1,0
2020,10303,1,Alabama,21,0,1,0,0,1
2020,10306,1,Alabama,20,-1,0,0,1,1
2020,10308,1,Alabama,19,-2,0,0,0,0
2020,10311,1,Alabama,23,2,1,0,0,0
2020,10311,1,Alabama,24,3,1,0,0,0
2020,10319,1,Alabama,24,3,1,0,0,1
2020,10322,1,Alabama,19,-2,0,0,0,0
2020,10335,1,Alabama,20,-1,0,0,1,1
2020,10357,1,Alabama,23,2,1,0,1,0
2020,10362,1,Alabama,22,1,1,0,1,1
2020,10363,1,Alabama,22,1,1,0,1,0
2020,10364,1,Alabama,18,-3,0,0,1,0
2020,10365,1,Alabama,23,2,1,0,0,1
2020,10376,1,Alabama,20,-1,0,0,1,0
2020,10378,1,Alabama,20,-1,0,0,0,1
2020,10380,1,Alabama,23,2,1,0,1,0
2020,10405,1,Alabama,21,0,1,1,1,1
2020,10425,1,Alabama,24,3,1,0,1,1
2020,10428,1,Alabama,23,2,1,0,1,0
2020,10432,1,Alabama,20,-1,0,0,1,1
2020,10443,1,Alabama,23,2,1,0,0,0
2020,10446,1,Alabama,20,-1,0,0,0,0
2020,10449,1,Alabama,20,-1,0,0,1,0
2020,10452,1,Alabama,21,0,1,1,0,1
2020,10469,1,Alabama,20,-1,0,0,0,0
2020,10493,1,Alabama,21,0,1,0,1,1
2020,10501,1,Alabama,23,2,1,0,1,0
2020,10503,1,Alabama,20,-1,0,0,0,1
2020,10505,1,Alabama,20,-1,0,0,1,1
2020,10513,1,Alabama,22,1,1,0,0,0
2020,10516,1,Alabama,19,-2,0,0,0,1
2020,10521,1,Alabama,18,-3,0,0,0,0
2020,10524,1,Alabama,21,0,1,0,0,1
2020,10526,1,Alabama,20,-1,0,0,0,1
2020,10532,1,Alabama,19,-2,0,1,1,0
2020,10533,1,Alabama,18,-3,0,0,1,0
2020,10544,1,Alabama,18,-3,0,0,0,0
2020,10546,1,Alabama,18,-3,0,0,0,0
2020,10550,1,Alabama,22,1,1,0,1,0
2020,10552,1,Alabama,24,3,1,0,1,0
2020,10556,1,Alabama,19,-2,0,0,1,1
2020,10558,1,Alabama,21,0,1,0,1,0
2020,10568,1,Alabama,23,2,1,1,1,0
2020,10571,1,Alabama,23,2,1,0,1,0
2020,10572,1,Alabama,24,3,1,0,1,0
2020,10584,1,Alabama,21,0,1,0,0,0
2020,10586,1,Alabama,23,2,1,0,1,1
2020,10589,1,Alabama,21,0,1,1,0,1
2020,10590,1,Alabama,19,-2,0,0,1,0
2020,10593,1,Alabama,18,-3,0,0,1,0
2020,10597,1,Alabama,21,0,1,0,1,0
2020,10600,1,Alabama,20,-1,0,0,0,0
2020,10608,1,Alabama,21,0,1,0,1,1
2020,10612,1,Alabama,24,3,1,0,1,0
2020,10615,1,Alabama,22,1,1,1,1,0
2020,10616,1,Alabama,21,0,1,0,1,0
2020,10630,1,Alabama,19,-2,0,1,1,0
2020,10638,1,Alabama,24,3,1,0,0,0
2020,10642,1,Alabama,18,-3,0,0,1,1
2020,10647,1,Alabama,20,-1,0,1,1,1
2020,10650,1,Alabama,23,2,1,0,1,0
2020,10652,1,Alabama,23,2,1,0,1,1
2020,10662,1,Alabama,23,2,1,0,1,1
2020,10677,1,Alabama,24,3,1,0,1,0
2020,10678,1,Alabama,24,3,1,0,0,0
2020,10686,1,Alabama,19,-2,0,0,1,0
2020,10691,1,Alabama,20,-1,0,0,1,0
2020,10695,1,Alabama,20,-1,0,0,1,0
2020,10703,1,Alabama,23,2,1,1,1,1
2020,10706,1,Alabama,18,-3,0,0,1,1
2020,10713,1,Alabama,21,0,1,1,1,1
2020,10720,1,Alabama,19,-2,0,0,0,0
2020,10734,1,Alabama,22,1,1,0,1,1
2020,10737,1,Alabama,20,-1,0,0,0,0
2020,10741,1,Alabama,18,-3,0,1,0,0
2020,10749,1,Alabama,22,1,1,0,0,0
2020,10756,1,Alabama,18,-3,0,0,0,0
2020,10758,1,Alabama,18,-3,0,0,1,0
2020,10763,1,Alabama,23,2,1,1,1,0
2020,10767,1,Alabama,22,1,1,0,1,1
2020,10771,1,Alabama,18,-3,0,1,0,0
2020,10772,1,Alabama,19,-2,0,1,1,0
2020,10784,1,Alabama,18,-3,0,0,0,0
2020,10793,1,Alabama,18,-3,0,0,1,0
2020,10795,1,Alabama,23,2,1,0,1,0
2020,10799,1,Alabama,24,3,1,0,1,1
2020,10807,1,Alabama,24,3,1,0,0,0
2020,10807,1,Alabama,21,0,1,0,1,0
2020,10816,1,Alabama,19,-2,0,0,1,1
2020,10828,1,Alabama,23,2,1,0,0,1
2020,10830,1,Alabama,18,-3,0,0,1,0
2020,10832,1,Alabama,19,-2,0,0,1,0
2020,10847,1,Alabama,19,-2,0,1,1,1
2020,10849,1,Alabama,21,0,1,1,1,1
2020,10853,1,Alabama,20,-1,0,0,0,0
2020,10856,1,Alabama,24,3,1,1,1,1
2020,10856,1,Alabama,21,0,1,0,1,0
2020,20005,2,Alaska,20,-1,0,0,1,0
2020,20006,2,Alaska,20,-1,0,0,1,0
2020,20013,2,Alaska,20,-1,0,1,0,0
2020,20013,2,Alaska,20,-1,0,1,0,0
2020,20013,2,Alaska,20,-1,0,1,1,1
2020,20024,2,Alaska,21,0,1,1,1,1
2020,20024,2,Alaska,19,-2,0,1,0,1
2020,20027,2,Alaska,21,0,1,1,1,0
2020,20027,2,Alaska,23,2,1,0,0,0
2020,20027,2,Alaska,21,0,1,0,0,1
2020,20029,2,Alaska,24,3,1,0,0,0
2020,20038,2,Alaska,18,-3,0,1,1,0
2020,20040,2,Alaska,22,1,1,0,0,0
2020,20041,2,Alaska,21,0,1,0,1,1
2020,20045,2,Alaska,22,1,1,0,0,0
2020,20048,2,Alaska,23,2,1,1,0,0
2020,20048,2,Alaska,22,1,1,1,0,0
2020,40001,4,Arizona,24,3,1,1,1,0
2020,40006,4,Arizona,19,-2,0,0,0,0
2020,40011,4,Arizona,19,-2,0,0,0,0
2020,40013,4,Arizona,23,2,1,0,0,0
2020,40017,4,Arizona,23,2,1,0,1,0
2020,40023,4,Arizona,22,1,1,1,1,0
2020,40025,4,Arizona,23,2,1,1,0,0
2020,40032,4,Arizona,21,0,1,0,1,1
2020,40058,4,Arizona,23,2,1,0,1,0
2020,40069,4,Arizona,24,3,1,1,1,0
2020,40079,4,Arizona,20,-1,0,0,1,1
2020,40096,4,Arizona,19,-2,0,0,1,0
2020,40101,4,Arizona,24,3,1,0,0,0
2020,40108,4,Arizona,22,1,1,0,0,0
2020,40113,4,Arizona,20,-1,0,0,0,0
2020,40125,4,Arizona,22,1,1,0,1,1
2020,40125,4,Arizona,24,3,1,0,0,0
2020,40128,4,Arizona,24,3,1,0,1,0
2020,40130,4,Arizona,22,1,1,0,1,0
2020,40135,4,Arizona,18,-3,0,0,1,0
2020,40136,4,Arizona,18,-3,0,1,1,1
2020,40143,4,Arizona,22,1,1,1,1,1
2020,40146,4,Arizona,21,0,1,0,1,0
2020,40151,4,Arizona,18,-3,0,0,0,0
2020,40151,4,Arizona,19,-2,0,0,1,0
2020,40161,4,Arizona,21,0,1,0,1,0
2020,40180,4,Arizona,22,1,1,0,1,1
2020,40205,4,Arizona,24,3,1,0,1,0
2020,40208,4,Arizona,23,2,1,1,1,1
2020,40215,4,Arizona,22,1,1,0,1,0
2020,40230,4,Arizona,24,3,1,1,1,1
2020,40231,4,Arizona,18,-3,0,0,1,1
2020,40231,4,Arizona,19,-2,0,0,1,0
2020,40234,4,Arizona,22,1,1,0,1,0
2020,40238,4,Arizona,19,-2,0,0,1,0
2020,40238,4,Arizona,24,3,1,0,1,0
2020,40243,4,Arizona,20,-1,0,0,1,0
2020,40245,4,Arizona,24,3,1,0,0,0
2020,40251,4,Arizona,19,-2,0,0,1,0
2020,40251,4,Arizona,18,-3,0,0,1,0
2020,40260,4,Arizona,22,1,1,0,1,0
2020,40261,4,Arizona,23,2,1,1,1,1
2020,40272,4,Arizona,20,-1,0,1,1,1
2020,40276,4,Arizona,23,2,1,0,1,0
2020,40282,4,Arizona,21,0,1,0,0,0
2020,40285,4,Arizona,20,-1,0,0,0,0
2020,40297,4,Arizona,22,1,1,0,1,1
2020,40299,4,Arizona,18,-3,0,0,1,0
2020,40305,4,Arizona,18,-3,0,0,1,1
2020,40316,4,Arizona,22,1,1,1,0,0
2020,40316,4,Arizona,23,2,1,1,0,1
2020,40321,4,Arizona,20,-1,0,0,1,1
2020,40326,4,Arizona,18,-3,0,0,1,0
2020,40330,4,Arizona,24,3,1,0,1,0
2020,40334,4,Arizona,21,0,1,1,1,1
2020,40349,4,Arizona,21,0,1,0,0,0
2020,40358,4,Arizona,18,-3,0,0,1,0
2020,40359,4,Arizona,20,-1,0,0,1,0
2020,40361,4,Arizona,24,3,1,0,1,1
2020,40364,4,Arizona,21,0,1,1,1,1
2020,40365,4,Arizona,21,0,1,0,0,0
2020,40376,4,Arizona,24,3,1,0,1,0
2020,40386,4,Arizona,20,-1,0,0,1,0
2020,40397,4,Arizona,21,0,1,0,1,0
2020,40398,4,Arizona,22,1,1,0,1,0
2020,40401,4,Arizona,23,2,1,1,1,0
2020,40417,4,Arizona,23,2,1,0,1,0
2020,40420,4,Arizona,23,2,1,0,1,0
2020,40422,4,Arizona,22,1,1,0,1,0
2020,40429,4,Arizona,20,-1,0,0,1,0
2020,40435,4,Arizona,18,-3,0,0,0,0
2020,40443,4,Arizona,19,-2,0,0,1,0
2020,40462,4,Arizona,19,-2,0,0,0,0
2020,40467,4,Arizona,22,1,1,0,0,0
2020,40477,4,Arizona,19,-2,0,0,1,0
2020,40487,4,Arizona,24,3,1,0,1,0
2020,40490,4,Arizona,23,2,1,0,0,0
2020,40499,4,Arizona,18,-3,0,0,1,0
2020,40500,4,Arizona,21,0,1,0,1,0
2020,40501,4,Arizona,21,0,1,1,1,0
2020,40502,4,Arizona,20,-1,0,0,1,0
2020,40503,4,Arizona,23,2,1,0,0,0
2020,40508,4,Arizona,18,-3,0,1,0,0
2020,40513,4,Arizona,20,-1,0,0,1,1
2020,40515,4,Arizona,24,3,1,0,1,0
2020,40529,4,Arizona,21,0,1,0,1,0
2020,40533,4,Arizona,18,-3,0,0,1,1
2020,40549,4,Arizona,19,-2,0,0,1,0
2020,40563,4,Arizona,18,-3,0,1,1,0
2020,40572,4,Arizona,23,2,1,0,1,1
2020,40575,4,Arizona,18,-3,0,0,0,0
2020,40575,4,Arizona,23,2,1,0,1,1
2020,40581,4,Arizona,20,-1,0,0,1,0
2020,40585,4,Arizona,23,2,1,0,1,0
2020,40587,4,Arizona,23,2,1,0,1,0
2020,40592,4,Arizona,24,3,1,0,1,0
2020,40596,4,Arizona,18,-3,0,0,1,1
2020,40596,4,Arizona,24,3,1,0,1,1
2020,40598,4,Arizona,23,2,1,1,1,0
2020,40598,4,Arizona,21,0,1,0,1,1
2020,40599,4,Arizona,24,3,1,0,1,0
2020,40609,4,Arizona,23,2,1,0,1,0
2020,40613,4,Arizona,23,2,1,1,1,0
2020,40615,4,Arizona,19,-2,0,0,1,1
2020,40626,4,Arizona,21,0,1,0,1,0
2020,40632,4,Arizona,23,2,1,0,1,0
2020,40638,4,Arizona,19,-2,0,1,1,0
2020,40638,4,Arizona,21,0,1,0,1,0
2020,40639,4,Arizona,20,-1,0,0,1,0
2020,40646,4,Arizona,22,1,1,0,1,0
2020,40666,4,Arizona,20,-1,0,0,1,0
2020,40670,4,Arizona,18,-3,0,0,1,0
2020,40683,4,Arizona,18,-3,0,0,1,1
2020,40688,4,Arizona,22,1,1,0,1,0
2020,40690,4,Arizona,23,2,1,0,0,0
2020,40698,4,Arizona,22,1,1,0,1,0
2020,40699,4,Arizona,21,0,1,0,0,0
2020,40700,4,Arizona,22,1,1,1,1,0
2020,40704,4,Arizona,18,-3,0,0,1,0
2020,40706,4,Arizona,18,-3,0,0,0,0
2020,40716,4,Arizona,20,-1,0,0,1,0
2020,40717,4,Arizona,20,-1,0,0,1,0
2020,40718,4,Arizona,23,2,1,0,1,0
2020,40748,4,Arizona,18,-3,0,0,1,0
2020,40756,4,Arizona,23,2,1,1,1,1
2020,40757,4,Arizona,18,-3,0,0,1,0
2020,40773,4,Arizona,21,0,1,0,1,0
2020,40778,4,Arizona,22,1,1,0,1,0
2020,40783,4,Arizona,22,1,1,0,1,1
2020,40784,4,Arizona,18,-3,0,0,0,0
2020,40785,4,Arizona,22,1,1,0,1,0
2020,40786,4,Arizona,22,1,1,1,1,1
2020,40790,4,Arizona,23,2,1,0,1,0
2020,40796,4,Arizona,23,2,1,1,1,0
2020,40803,4,Arizona,20,-1,0,0,1,1
2020,40806,4,Arizona,21,0,1,0,1,0
2020,40824,4,Arizona,21,0,1,1,1,0
2020,40829,4,Arizona,18,-3,0,0,1,0
2020,40833,4,Arizona,18,-3,0,0,1,0
2020,40834,4,Arizona,19,-2,0,0,0,0
2020,40845,4,Arizona,19,-2,0,0,1,0
2020,40846,4,Arizona,20,-1,0,0,1,0
2020,40847,4,Arizona,21,0,1,1,1,0
2020,40850,4,Arizona,22,1,1,0,1,1
2020,40853,4,Arizona,20,-1,0,0,1,1
2020,40863,4,Arizona,21,0,1,0,0,0
2020,40868,4,Arizona,18,-3,0,1,1,0
2020,40879,4,Arizona,21,0,1,0,1,0
2020,40902,4,Arizona,18,-3,0,1,1,0
2020,40916,4,Arizona,22,1,1,0,1,0
2020,40916,4,Arizona,21,0,1,0,1,0
2020,40921,4,Arizona,22,1,1,1,1,1
2020,40928,4,Arizona,22,1,1,1,0,0
2020,40930,4,Arizona,22,1,1,0,1,0
2020,40934,4,Arizona,24,3,1,0,0,0
2020,40939,4,Arizona,23,2,1,0,0,0
2020,40940,4,Arizona,22,1,1,0,1,0
2020,40943,4,Arizona,18,-3,0,0,1,0
2020,40947,4,Arizona,21,0,1,1,1,1
2020,40961,4,Arizona,19,-2,0,0,0,0
2020,40962,4,Arizona,21,0,1,0,0,0
2020,40972,4,Arizona,22,1,1,0,1,1
2020,50023,5,Arkansas,19,-2,0,0,1,1
2020,50028,5,Arkansas,18,-3,0,0,1,0
2020,50028,5,Arkansas,18,-3,0,0,0,0
2020,50045,5,Arkansas,19,-2,0,0,1,1
2020,50047,5,Arkansas,18,-3,0,0,0,1
2020,50055,5,Arkansas,23,2,1,0,1,0
2020,50056,5,Arkansas,23,2,1,0,1,0
2020,50060,5,Arkansas,22,1,1,1,0,0
2020,50071,5,Arkansas,21,0,1,0,0,0
2020,50075,5,Arkansas,24,3,1,0,1,1
2020,50078,5,Arkansas,23,2,1,1,0,0
2020,50079,5,Arkansas,23,2,1,0,0,0
2020,50087,5,Arkansas,18,-3,0,0,1,1
2020,50095,5,Arkansas,20,-1,0,0,0,1
2020,50096,5,Arkansas,20,-1,0,0,1,0
2020,50101,5,Arkansas,19,-2,0,0,1,0
2020,50115,5,Arkansas,23,2,1,0,1,0
2020,50125,5,Arkansas,19,-2,0,0,0,0
2020,50140,5,Arkansas,24,3,1,0,0,1
2020,50141,5,Arkansas,23,2,1,0,1,0
2020,50144,5,Arkansas,22,1,1,1,1,1
2020,50145,5,Arkansas,23,2,1,0,1,0
2020,50150,5,Arkansas,18,-3,0,0,0,0
2020,50153,5,Arkansas,23,2,1,1,1,0
2020,50160,5,Arkansas,20,-1,0,0,1,0
2020,50167,5,Arkansas,18,-3,0,0,1,1
2020,50172,5,Arkansas,21,0,1,0,0,0
2020,50176,5,Arkansas,22,1,1,0,0,0
2020,50178,5,Arkansas,24,3,1,0,1,0
2020,50178,5,Arkansas,21,0,1,0,0,1
2020,50179,5,Arkansas,19,-2,0,0,0,0
2020,50199,5,Arkansas,19,-2,0,0,1,0
2020,50201,5,Arkansas,22,1,1,0,1,1
2020,50202,5,Arkansas,20,-1,0,0,1,0
2020,50208,5,Arkansas,18,-3,0,0,1,0
2020,50220,5,Arkansas,23,2,1,0,1,1
2020,50222,5,Arkansas,18,-3,0,0,1,1
2020,50228,5,Arkansas,18,-3,0,0,1,1
2020,50230,5,Arkansas,23,2,1,1,1,0
2020,50239,5,Arkansas,18,-3,0,1,0,0
2020,50247,5,Arkansas,21,0,1,0,0,0
2020,50253,5,Arkansas,24,3,1,0,0,1
2020,50254,5,Arkansas,21,0,1,0,0,0
2020,50257,5,Arkansas,24,3,1,0,0,0
2020,50259,5,Arkansas,22,1,1,1,1,0
2020,50262,5,Arkansas,18,-3,0,0,0,1
2020,50264,5,Arkansas,20,-1,0,0,1,0
2020,50273,5,Arkansas,24,3,1,0,1,1
2020,50275,5,Arkansas,18,-3,0,0,1,1
2020,50278,5,Arkansas,19,-2,0,0,1,0
2020,50279,5,Arkansas,18,-3,0,0,0,0
2020,50283,5,Arkansas,20,-1,0,0,1,0
2020,50293,5,Arkansas,21,0,1,1,1,1
2020,50294,5,Arkansas,20,-1,0,1,1,0
2020,50302,5,Arkansas,21,0,1,0,1,0
2020,50326,5,Arkansas,24,3,1,1,1,0
2020,50326,5,Arkansas,18,-3,0,1,0,0
2020,50330,5,Arkansas,23,2,1,1,1,0
2020,50331,5,Arkansas,18,-3,0,0,1,1
2020,50348,5,Arkansas,22,1,1,0,0,0
2020,50359,5,Arkansas,19,-2,0,0,0,1
2020,50361,5,Arkansas,23,2,1,0,1,1
2020,50364,5,Arkansas,24,3,1,0,1,0
2020,50387,5,Arkansas,23,2,1,1,0,0
2020,50396,5,Arkansas,23,2,1,0,1,1
2020,50397,5,Arkansas,21,0,1,0,1,1
2020,50400,5,Arkansas,21,0,1,1,1,1
2020,50401,5,Arkansas,21,0,1,1,0,1
2020,50409,5,Arkansas,21,0,1,0,0,1
2020,50418,5,Arkansas,20,-1,0,0,0,1
2020,50424,5,Arkansas,19,-2,0,1,1,1
2020,50426,5,Arkansas,20,-1,0,1,1,1
2020,50429,5,Arkansas,19,-2,0,0,1,0
2020,50437,5,Arkansas,19,-2,0,0,1,1
2020,50447,5,Arkansas,20,-1,0,0,1,0
2020,50468,5,Arkansas,23,2,1,1,0,0
2020,50474,5,Arkansas,24,3,1,0,0,0
2020,50477,5,Arkansas,23,2,1,1,1,1
2020,50498,5,Arkansas,21,0,1,0,0,1
2020,50506,5,Arkansas,23,2,1,1,0,1
2020,50513,5,Arkansas,21,0,1,0,1,0
2020,50518,5,Arkansas,22,1,1,0,0,1
2020,50518,5,Arkansas,21,0,1,0,1,0
2020,50519,5,Arkansas,23,2,1,0,0,0
2020,50521,5,Arkansas,20,-1,0,0,0,1
2020,50524,5,Arkansas,19,-2,0,0,1,1
2020,50553,5,Arkansas,21,0,1,0,1,0
2020,50566,5,Arkansas,20,-1,0,0,0,1
2020,50573,5,Arkansas,21,0,1,0,0,0
2020,50578,5,Arkansas,22,1,1,0,1,1
2020,50596,5,Arkansas,18,-3,0,0,0,0
2020,50610,5,Arkansas,22,1,1,0,1,0
2020,50612,5,Arkansas,20,-1,0,1,0,0
2020,50625,5,Arkansas,22,1,1,0,0,0
2020,50628,5,Arkansas,23,2,1,0,1,1
2020,60007,6,California,18,-3,0,0,1,0
2020,60008,6,California,24,3,1,0,1,0
2020,60011,6,California,23,2,1,0,0,0
2020,60014,6,California,22,1,1,0,1,0
2020,60019,6,California,19,-2,0,0,1,0
2020,60021,6,California,20,-1,0,1,1,1
2020,60027,6,California,22,1,1,1,0,0
2020,60034,6,California,21,0,1,0,0,0
2020,60037,6,California,18,-3,0,0,0,1
2020,60039,6,California,18,-3,0,0,1,1
2020,60040,6,California,20,-1,0,0,1,1
2020,60061,6,California,22,1,1,0,0,1
2020,60068,6,California,20,-1,0,0,1,1
2020,60075,6,California,23,2,1,0,1,1
2020,60077,6,California,23,2,1,1,1,1
2020,60080,6,California,18,-3,0,0,0,0
2020,60081,6,California,19,-2,0,1,1,1
2020,60083,6,California,23,2,1,1,1,1
2020,60084,6,California,23,2,1,0,1,0
2020,60105,6,California,23,2,1,1,0,0
2020,60107,6,California,23,2,1,0,0,0
2020,60112,6,California,20,-1,0,0,1,0
2020,60115,6,California,19,-2,0,0,1,0
2020,60116,6,California,23,2,1,1,1,0
2020,60146,6,California,23,2,1,0,0,0
2020,60156,6,California,20,-1,0,0,1,0
2020,60173,6,California,24,3,1,0,1,0
2020,60179,6,California,21,0,1,0,0,0
2020,60180,6,California,22,1,1,0,0,1
2020,60203,6,California,18,-3,0,0,0,1
2020,60203,6,California,23,2,1,0,0,0
2020,60204,6,California,20,-1,0,0,1,0
2020,60204,6,California,20,-1,0,0,1,0
