year,st_case,state,statename,age,rv,Z,alcohol_involved,male,fatal_injury
2018,10006,1,Alabama,23,2,1,0,1,0
2018,10007,1,Alabama,19,-2,0,0,0,1
2018,10010,1,Alabama,21,0,1,0,1,0
2018,10013,1,Alabama,20,-1,0,0,1,0
2018,10058,1,Alabama,19,-2,0,1,1,0
2018,10059,1,Alabama,24,3,1,0,1,0
2018,10061,1,Alabama,23,2,1,0,1,1
2018,10070,1,Alabama,18,-3,0,0,1,1
2018,10081,1,Alabama,24,3,1,1,1,0
2018,10084,1,Alabama,18,-3,0,0,1,1
2018,10084,1,Alabama,22,1,1,0,1,0
2018,10086,1,Alabama,18,-3,0,0,1,1
2018,10088,1,Alabama,24,3,1,1,1,1
2018,10090,1,Alabama,18,-3,0,0,1,0
2018,10107,1,Alabama,24,3,1,0,1,1
2018,10119,1,Alabama,20,-1,0,0,0,1
2018,10137,1,Alabama,23,2,1,0,0,0
2018,10145,1,Alabama,21,0,1,0,0,0
2018,10159,1,Alabama,19,-2,0,0,1,0
2018,10159,1,Alabama,19,-2,0,0,1,1
2018,10169,1,Alabama,23,2,1,0,1,1
2018,10190,1,Alabama,23,2,1,0,1,0
2018,10205,1,Alabama,22,1,1,0,1,0
2018,10213,1,Alabama,24,3,1,0,0,0
2018,10232,1,Alabama,24,3,1,0,0,0
2018,10240,1,Alabama,18,-3,0,0,1,0
2018,10249,1,Alabama,18,-3,0,1,1,1
2018,10250,1,Alabama,21,0,1,0,1,1
2018,10261,1,Alabama,24,3,1,0,1,1
2018,10275,1,Alabama,21,0,1,0,1,0
2018,10284,1,Alabama,19,-2,0,0,1,1
2018,10307,1,Alabama,19,-2,0,0,1,1
2018,10330,1,Alabama,21,0,1,0,0,1
2018,10337,1,Alabama,18,-3,0,0,0,0
2018,10345,1,Alabama,21,0,1,0,0,1
2018,10348,1,Alabama,21,0,1,0,0,0
2018,10351,1,Alabama,23,2,1,1,1,0
2018,10354,1,Alabama,23,2,1,1,1,1
2018,10357,1,Alabama,24,3,1,0,0,0
2018,10361,1,Alabama,21,0,1,1,1,0
2018,10363,1,Alabama,19,-2,0,0,1,0
2018,10366,1,Alabama,22,1,1,0,0,0
2018,10373,1,Alabama,18,-3,0,0,0,1
2018,10379,1,Alabama,18,-3,0,0,0,0
2018,10379,1,Alabama,23,2,1,0,0,1
2018,10385,1,Alabama,20,-1,0,0,0,1
2018,10389,1,Alabama,21,0,1,0,1,0
2018,10389,1,Alabama,24,3,1,0,1,0
2018,10392,1,Alabama,22,1,1,0,1,0
2018,10393,1,Alabama,18,-3,0,0,0,1
2018,10403,1,Alabama,22,1,1,0,1,1
2018,10403,1,Alabama,20,-1,0,0,0,0
2018,10407,1,Alabama,20,-1,0,0,1,0
2018,10422,1,Alabama,20,-1,0,0,1,0
2018,10424,1,Alabama,19,-2,0,0,1,0
2018,10426,1,Alabama,23,2,1,1,1,1
2018,10433,1,Alabama,18,-3,0,0,1,0
2018,10435,1,Alabama,24,3,1,0,1,1
2018,10451,1,Alabama,23,2,1,0,1,0
2018,10452,1,Alabama,19,-2,0,0,0,0
2018,10463,1,Alabama,19,-2,0,0,1,1
2018,10465,1,Alabama,23,2,1,0,1,1
2018,10471,1,Alabama,22,1,1,0,1,1
2018,10492,1,Alabama,21,0,1,0,1,0
2018,10493,1,Alabama,22,1,1,0,1,1
2018,10495,1,Alabama,18,-3,0,0,0,1
2018,10497,1,Alabama,24,3,1,0,1,0
2018,10499,1,Alabama,24,3,1,0,1,0
2018,10501,1,Alabama,19,-2,0,0,1,1
2018,10510,1,Alabama,24,3,1,0,1,1
2018,10512,1,Alabama,21,0,1,0,1,0
2018,10531,1,Alabama,20,-1,0,0,1,0
2018,10531,1,Alabama,23,2,1,0,0,0
2018,10539,1,Alabama,18,-3,0,0,0,0
2018,10555,1,Alabama,19,-2,0,0,1,0
2018,10561,1,Alabama,21,0,1,0,1,0
2018,10563,1,Alabama,23,2,1,1,1,1
2018,10568,1,Alabama,23,2,1,0,1,1
2018,10568,1,Alabama,24,3,1,0,1,0
2018,10571,1,Alabama,20,-1,0,0,1,1
2018,10576,1,Alabama,20,-1,0,0,0,1
2018,10577,1,Alabama,22,1,1,0,1,1
2018,10579,1,Alabama,24,3,1,0,0,0
2018,10585,1,Alabama,20,-1,0,0,1,0
2018,10588,1,Alabama,21,0,1,0,1,1
2018,10596,1,Alabama,21,0,1,0,0,1
2018,10596,1,Alabama,23,2,1,0,1,0
2018,10609,1,Alabama,24,3,1,0,0,0
2018,10616,1,Alabama,18,-3,0,0,0,0
2018,10621,1,Alabama,23,2,1,0,0,0
2018,10629,1,Alabama,23,2,1,1,1,1
2018,10631,1,Alabama,18,-3,0,0,0,0
2018,10634,1,Alabama,19,-2,0,0,1,1
2018,10639,1,Alabama,22,1,1,0,1,0
2018,10645,1,Alabama,20,-1,0,0,1,1
2018,10651,1,Alabama,20,-1,0,0,1,1
2018,10663,1,Alabama,24,3,1,0,1,0
2018,10667,1,Alabama,19,-2,0,1,1,0
2018,10668,1,Alabama,18,-3,0,0,1,0
2018,10669,1,Alabama,21,0,1,0,1,0
2018,10679,1,Alabama,20,-1,0,1,0,0
2018,10679,1,Alabama,20,-1,0,0,1,0
2018,10688,1,Alabama,18,-3,0,0,1,0
2018,10695,1,Alabama,19,-2,0,1,1,0
2018,10700,1,Alabama,22,1,1,0,1,1
2018,10700,1,Alabama,21,0,1,1,1,0
2018,10701,1,Alabama,22,1,1,0,1,0
2018,10703,1,Alabama,19,-2,0,0,0,1
2018,10705,1,Alabama,19,-2,0,1,1,1
2018,10705,1,Alabama,24,3,1,0,1,0
2018,10708,1,Alabama,20,-1,0,0,1,0
2018,10715,1,Alabama,23,2,1,0,1,1
2018,10721,1,Alabama,21,0,1,0,1,0
2018,10726,1,Alabama,22,1,1,1,1,0
2018,10728,1,Alabama,21,0,1,0,1,0
2018,10729,1,Alabama,22,1,1,0,1,0
2018,10736,1,Alabama,18,-3,0,0,1,1
2018,10752,1,Alabama,24,3,1,0,0,1
2018,10754,1,Alabama,19,-2,0,0,1,1
2018,10759,1,Alabama,24,3,1,0,1,0
2018,10764,1,Alabama,19,-2,0,1,1,1
2018,10765,1,Alabama,21,0,1,0,0,1
2018,10766,1,Alabama,22,1,1,0,1,1
2018,10778,1,Alabama,23,2,1,0,1,0
2018,10784,1,Alabama,19,-2,0,0,0,0
2018,10796,1,Alabama,21,0,1,0,1,1
2018,10797,1,Alabama,19,-2,0,0,1,0
2018,10802,1,Alabama,24,3,1,0,1,0
2018,10815,1,Alabama,21,0,1,0,0,1
2018,10819,1,Alabama,24,3,1,0,0,0
2018,10822,1,Alabama,20,-1,0,0,1,0
2018,10824,1,Alabama,23,2,1,1,1,1
2018,10824,1,Alabama,24,3,1,0,1,0
2018,10827,1,Alabama,23,2,1,0,1,0
2018,10833,1,Alabama,18,-3,0,0,1,1
2018,10837,1,Alabama,20,-1,0,0,1,0
2018,10842,1,Alabama,18,-3,0,0,1,1
2018,10842,1,Alabama,20,-1,0,0,1,0
2018,10847,1,Alabama,19,-2,0,0,1,1
2018,10868,1,Alabama,21,0,1,1,1,1
2018,10870,1,Alabama,24,3,1,0,0,0
2018,10882,1,Alabama,24,3,1,0,0,0
2018,20006,2,Alaska,21,0,1,0,1,0
2018,20008,2,Alaska,20,-1,0,1,1,1
2018,20016,2,Alaska,20,-1,0,1,0,0
2018,20019,2,Alaska,23,2,1,0,0,1
2018,20024,2,Alaska,18,-3,0,0,1,0
2018,20031,2,Alaska,20,-1,0,0,0,0
2018,20031,2,Alaska,22,1,1,0,0,0
2018,20038,2,Alaska,21,0,1,0,0,0
2018,20046,2,Alaska,23,2,1,1,1,1
2018,20049,2,Alaska,21,0,1,0,1,0
2018,20050,2,Alaska,21,0,1,1,0,0
2018,20052,2,Alaska,23,2,1,0,1,0
2018,20052,2,Alaska,20,-1,0,0,0,0
2018,20056,2,Alaska,24,3,1,1,1,0
2018,20058,2,Alaska,19,-2,0,1,1,1
2018,40003,4,Arizona,24,3,1,0,0,1
2018,40006,4,Arizona,19,-2,0,0,1,0
2018,40011,4,Arizona,18,-3,0,0,1,0
2018,40011,4,Arizona,24,3,1,0,1,0
2018,40013,4,Arizona,19,-2,0,0,1,0
2018,40013,4,Arizona,21,0,1,0,0,0
2018,40015,4,Arizona,20,-1,0,0,1,0
2018,40025,4,Arizona,23,2,1,1,1,0
2018,40040,4,Arizona,20,-1,0,0,0,0
2018,40043,4,Arizona,23,2,1,0,1,0
2018,40045,4,Arizona,18,-3,0,0,0,0
2018,40046,4,Arizona,24,3,1,0,1,0
2018,40047,4,Arizona,21,0,1,0,0,0
2018,40048,4,Arizona,21,0,1,0,0,0
2018,40051,4,Arizona,20,-1,0,0,1,1
2018,40056,4,Arizona,19,-2,0,0,1,0
2018,40058,4,Arizona,20,-1,0,0,1,1
2018,40060,4,Arizona,20,-1,0,0,1,1
2018,40066,4,Arizona,21,0,1,0,1,0
2018,40068,4,Arizona,20,-1,0,0,0,1
2018,40070,4,Arizona,18,-3,0,0,1,0
2018,40072,4,Arizona,21,0,1,0,0,0
2018,40073,4,Arizona,23,2,1,0,1,1
2018,40075,4,Arizona,21,0,1,0,0,0
2018,40081,4,Arizona,21,0,1,1,1,1
2018,40083,4,Arizona,19,-2,0,1,1,0
2018,40083,4,Arizona,24,3,1,1,1,0
2018,40089,4,Arizona,20,-1,0,0,0,0
2018,40092,4,Arizona,23,2,1,0,0,0
2018,40099,4,Arizona,22,1,1,0,1,1
2018,40105,4,Arizona,21,0,1,0,1,1
2018,40113,4,Arizona,22,1,1,1,1,0
2018,40121,4,Arizona,18,-3,0,0,1,1
2018,40124,4,Arizona,22,1,1,0,1,0
2018,40126,4,Arizona,20,-1,0,0,1,0
2018,40127,4,Arizona,18,-3,0,0,0,0
2018,40133,4,Arizona,20,-1,0,0,1,1
2018,40147,4,Arizona,20,-1,0,0,1,1
2018,40153,4,Arizona,21,0,1,0,0,0
2018,40155,4,Arizona,21,0,1,0,1,0
2018,40179,4,Arizona,18,-3,0,0,0,1
2018,40182,4,Arizona,19,-2,0,1,0,1
2018,40185,4,Arizona,19,-2,0,0,1,0
2018,40187,4,Arizona,19,-2,0,0,1,0
2018,40198,4,Arizona,21,0,1,0,0,0
2018,40199,4,Arizona,22,1,1,0,0,0
2018,40202,4,Arizona,21,0,1,0,1,0
2018,40210,4,Arizona,22,1,1,0,0,1
2018,40219,4,Arizona,23,2,1,1,0,0
2018,40230,4,Arizona,19,-2,0,0,1,1
2018,40240,4,Arizona,19,-2,0,0,0,1
2018,40241,4,Arizona,23,2,1,0,1,0
2018,40253,4,Arizona,19,-2,0,0,1,0
2018,40262,4,Arizona,19,-2,0,0,0,1
2018,40273,4,Arizona,21,0,1,0,1,0
2018,40280,4,Arizona,24,3,1,1,1,1
2018,40294,4,Arizona,23,2,1,0,0,0
2018,40295,4,Arizona,18,-3,0,0,0,0
2018,40295,4,Arizona,19,-2,0,1,0,0
2018,40300,4,Arizona,21,0,1,1,1,1
2018,40302,4,Arizona,22,1,1,1,0,1
2018,40306,4,Arizona,23,2,1,1,0,0
2018,40307,4,Arizona,23,2,1,0,1,0
2018,40311,4,Arizona,19,-2,0,0,0,0
2018,40325,4,Arizona,21,0,1,0,1,1
2018,40328,4,Arizona,24,3,1,0,0,0
2018,40330,4,Arizona,22,1,1,0,1,0
2018,40333,4,Arizona,23,2,1,1,1,1
2018,40333,4,Arizona,20,-1,0,0,0,0
2018,40335,4,Arizona,21,0,1,0,1,0
2018,40341,4,Arizona,21,0,1,0,1,1
2018,40341,4,Arizona,22,1,1,0,1,0
2018,40349,4,Arizona,22,1,1,0,1,1
2018,40354,4,Arizona,22,1,1,0,1,0
2018,40361,4,Arizona,24,3,1,0,0,0
2018,40364,4,Arizona,19,-2,0,0,1,0
2018,40364,4,Arizona,18,-3,0,0,1,0
2018,40372,4,Arizona,20,-1,0,0,0,0
2018,40375,4,Arizona,20,-1,0,0,1,0
2018,40376,4,Arizona,21,0,1,0,1,0
2018,40383,4,Arizona,20,-1,0,0,1,0
2018,40384,4,Arizona,18,-3,0,0,1,0
2018,40386,4,Arizona,23,2,1,0,0,0
2018,40387,4,Arizona,18,-3,0,0,1,0
2018,40392,4,Arizona,22,1,1,0,0,0
2018,40395,4,Arizona,24,3,1,0,0,0
2018,40399,4,Arizona,24,3,1,0,1,0
2018,40402,4,Arizona,23,2,1,0,1,0
2018,40412,4,Arizona,22,1,1,1,1,1
2018,40416,4,Arizona,19,-2,0,0,0,0
2018,40420,4,Arizona,20,-1,0,0,1,0
2018,40437,4,Arizona,24,3,1,0,1,1
2018,40442,4,Arizona,20,-1,0,0,1,0
2018,40445,4,Arizona,21,0,1,0,0,0
2018,40453,4,Arizona,19,-2,0,0,0,0
2018,40454,4,Arizona,18,-3,0,0,1,0
2018,40459,4,Arizona,22,1,1,0,1,0
2018,40462,4,Arizona,21,0,1,0,0,0
2018,40466,4,Arizona,24,3,1,0,1,0
2018,40467,4,Arizona,22,1,1,0,1,0
2018,40468,4,Arizona,23,2,1,0,1,0
2018,40483,4,Arizona,20,-1,0,0,0,0
2018,40485,4,Arizona,21,0,1,0,0,0
2018,40487,4,Arizona,22,1,1,0,1,0
2018,40497,4,Arizona,21,0,1,0,1,0
2018,40501,4,Arizona,24,3,1,0,1,0
2018,40504,4,Arizona,20,-1,0,0,0,0
2018,40505,4,Arizona,20,-1,0,0,1,0
2018,40511,4,Arizona,20,-1,0,0,1,0
2018,40513,4,Arizona,22,1,1,0,1,1
2018,40515,4,Arizona,24,3,1,1,1,0
2018,40519,4,Arizona,23,2,1,0,1,1
2018,40530,4,Arizona,21,0,1,0,1,0
2018,40535,4,Arizona,24,3,1,0,1,0
2018,40542,4,Arizona,18,-3,0,0,1,0
2018,40545,4,Arizona,21,0,1,0,0,0
2018,40558,4,Arizona,22,1,1,0,1,0
2018,40562,4,Arizona,21,0,1,1,1,1
2018,40562,4,Arizona,24,3,1,1,1,0
2018,40575,4,Arizona,22,1,1,0,0,1
2018,40579,4,Arizona,24,3,1,0,1,0
2018,40605,4,Arizona,18,-3,0,0,0,1
2018,40621,4,Arizona,24,3,1,0,0,0
2018,40624,4,Arizona,24,3,1,1,1,1
2018,40651,4,Arizona,21,0,1,0,1,0
2018,40653,4,Arizona,24,3,1,0,1,0
2018,40657,4,Arizona,19,-2,0,0,1,0
2018,40662,4,Arizona,23,2,1,0,1,1
2018,40684,4,Arizona,19,-2,0,0,0,0
2018,40688,4,Arizona,21,0,1,0,1,0
2018,40690,4,Arizona,20,-1,0,0,0,0
2018,40730,4,Arizona,20,-1,0,1,0,0
2018,40731,4,Arizona,23,2,1,1,1,0
2018,40739,4,Arizona,23,2,1,0,1,0
2018,40748,4,Arizona,24,3,1,1,0,0
2018,40761,4,Arizona,18,-3,0,0,1,1
2018,40762,4,Arizona,18,-3,0,0,1,0
2018,40764,4,Arizona,19,-2,0,1,1,1
2018,40767,4,Arizona,18,-3,0,0,0,1
2018,40774,4,Arizona,19,-2,0,0,0,1
2018,40776,4,Arizona,18,-3,0,0,1,1
2018,40777,4,Arizona,23,2,1,1,1,0
2018,40781,4,Arizona,22,1,1,0,1,0
2018,40796,4,Arizona,24,3,1,0,1,0
2018,40798,4,Arizona,21,0,1,0,1,0
2018,40804,4,Arizona,22,1,1,0,0,1
2018,40833,4,Arizona,18,-3,0,0,1,1
2018,40835,4,Arizona,23,2,1,1,1,1
2018,40851,4,Arizona,22,1,1,1,1,0
2018,40854,4,Arizona,23,2,1,0,1,1
2018,40861,4,Arizona,19,-2,0,0,0,1
2018,40869,4,Arizona,23,2,1,0,1,0
2018,40877,4,Arizona,19,-2,0,0,1,1
2018,40885,4,Arizona,21,0,1,1,1,0
2018,40889,4,Arizona,22,1,1,0,1,0
2018,40891,4,Arizona,19,-2,0,0,0,0
2018,40892,4,Arizona,20,-1,0,0,0,1
2018,40902,4,Arizona,19,-2,0,0,0,0
2018,40918,4,Arizona,19,-2,0,0,0,0
2018,40919,4,Arizona,24,3,1,0,1,1
2018,40924,4,Arizona,19,-2,0,1,1,0
2018,40924,4,Arizona,18,-3,0,1,0,1
2018,40929,4,Arizona,22,1,1,1,1,0
2018,40935,4,Arizona,23,2,1,1,1,0
2018,40942,4,Arizona,24,3,1,0,1,0
2018,50008,5,Arkansas,24,3,1,1,1,1
2018,50010,5,Arkansas,24,3,1,0,0,0
2018,50030,5,Arkansas,21,0,1,0,1,0
2018,50037,5,Arkansas,21,0,1,0,1,1
2018,50041,5,Arkansas,24,3,1,0,1,0
2018,50047,5,Arkansas,23,2,1,0,0,0
2018,50051,5,Arkansas,21,0,1,0,1,0
2018,50051,5,Arkansas,21,0,1,0,0,0
2018,50065,5,Arkansas,23,2,1,0,1,0
2018,50066,5,Arkansas,21,0,1,1,1,1
2018,50072,5,Arkansas,20,-1,0,1,1,1
2018,50077,5,Arkansas,24,3,1,1,1,0
2018,50083,5,Arkansas,18,-3,0,0,1,1
2018,50086,5,Arkansas,21,0,1,0,1,0
2018,50109,5,Arkansas,18,-3,0,0,0,1
2018,50128,5,Arkansas,23,2,1,0,1,0
2018,50134,5,Arkansas,21,0,1,0,1,0
2018,50136,5,Arkansas,24,3,1,0,1,0
2018,50140,5,Arkansas,18,-3,0,0,0,1
2018,50143,5,Arkansas,18,-3,0,0,0,1
2018,50149,5,Arkansas,23,2,1,0,0,0
2018,50157,5,Arkansas,21,0,1,0,1,1
2018,50158,5,Arkansas,22,1,1,1,1,1
2018,50167,5,Arkansas,19,-2,0,0,0,1
2018,50175,5,Arkansas,19,-2,0,0,0,1
2018,50218,5,Arkansas,24,3,1,0,1,0
2018,50220,5,Arkansas,24,3,1,0,1,1
2018,50232,5,Arkansas,23,2,1,0,0,1
2018,50243,5,Arkansas,22,1,1,0,1,1
2018,50245,5,Arkansas,24,3,1,0,1,1
2018,50248,5,Arkansas,19,-2,0,1,1,0
2018,50253,5,Arkansas,19,-2,0,1,1,1
2018,50255,5,Arkansas,21,0,1,0,1,0
2018,50263,5,Arkansas,21,0,1,0,1,0
2018,50270,5,Arkansas,20,-1,0,0,1,1
2018,50272,5,Arkansas,20,-1,0,1,1,0
2018,50277,5,Arkansas,20,-1,0,0,1,0
2018,50306,5,Arkansas,20,-1,0,0,1,0
2018,50312,5,Arkansas,23,2,1,0,1,1
2018,50320,5,Arkansas,20,-1,0,0,1,1
2018,50328,5,Arkansas,24,3,1,0,1,0
2018,50330,5,Arkansas,21,0,1,0,0,1
2018,50340,5,Arkansas,21,0,1,1,1,1
2018,50349,5,Arkansas,23,2,1,0,1,1
2018,50357,5,Arkansas,24,3,1,0,1,1
2018,50372,5,Arkansas,21,0,1,0,1,0
2018,50374,5,Arkansas,23,2,1,0,0,0
2018,50378,5,Arkansas,21,0,1,0,0,0
2018,50388,5,Arkansas,22,1,1,0,1,0
2018,50395,5,Arkansas,23,2,1,0,1,0
2018,50398,5,Arkansas,21,0,1,0,1,1
2018,50401,5,Arkansas,23,2,1,0,0,0
2018,50410,5,Arkansas,19,-2,0,0,1,1
2018,50413,5,Arkansas,24,3,1,1,0,1
2018,50414,5,Arkansas,19,-2,0,0,0,0
2018,50414,5,Arkansas,18,-3,0,0,0,1
2018,50416,5,Arkansas,23,2,1,0,1,0
2018,50421,5,Arkansas,23,2,1,0,0,0
2018,50424,5,Arkansas,21,0,1,0,0,0
2018,50432,5,Arkansas,23,2,1,0,1,1
2018,50434,5,Arkansas,19,-2,0,0,1,0
2018,50440,5,Arkansas,19,-2,0,1,1,0
2018,50442,5,Arkansas,21,0,1,0,0,0
2018,50444,5,Arkansas,20,-1,0,0,1,1
2018,50456,5,Arkansas,21,0,1,1,1,0
2018,50457,5,Arkansas,19,-2,0,0,0,1
2018,50468,5,Arkansas,20,-1,0,0,1,0
2018,50472,5,Arkansas,22,1,1,1,0,1
2018,50474,5,Arkansas,22,1,1,0,1,0
2018,50482,5,Arkansas,24,3,1,0,1,0
2018,50483,5,Arkansas,23,2,1,0,0,0
2018,60006,6,California,18,-3,0,0,1,1
2018,60009,6,California,21,0,1,0,1,1
2018,60028,6,California,23,2,1,0,0,0
2018,60033,6,California,19,-2,0,1,1,1
2018,60038,6,California,24,3,1,0,1,0
2018,60042,6,California,22,1,1,1,1,1
2018,60043,6,California,19,-2,0,0,1,0
2018,60051,6,California,21,0,1,1,0,1
2018,60055,6,California,20,-1,0,0,1,0
2018,60059,6,California,19,-2,0,0,0,1
2018,60059,6,California,24,3,1,0,1,1
2018,60060,6,California,24,3,1,1,1,0
2018,60060,6,California,22,1,1,0,0,0
2018,60060,6,California,22,1,1,0,1,0
2018,60072,6,California,21,0,1,0,0,0
2018,60077,6,California,24,3,1,0,0,0
2018,60079,6,California,23,2,1,0,1,0
2018,60081,6,California,20,-1,0,0,1,1
2018,60081,6,California,20,-1,0,0,1,0
2018,60102,6,California,21,0,1,1,1,0
2018,60105,6,California,22,1,1,0,1,0
2018,60105,6,California,23,2,1,0,1,0
2018,60118,6,California,21,0,1,1,1,1
2018,60119,6,California,23,2,1,0,1,0
2018,60129,6,California,22,1,1,0,1,0
2018,60135,6,California,23,2,1,0,1,0
2018,60141,6,California,22,1,1,1,1,0
2018,60147,6,California,24,3,1,1,1,0
2018,60154,6,California,24,3,1,1,1,0
2018,60160,6,California,22,1,1,1,0,0
2018,60165,6,California,24,3,1,1,0,1
2018,60171,6,California,21,0,1,0,1,1
2018,60176,6,California,21,0,1,0,0,0
2018,60183,6,California,21,0,1,1,1,1
2018,60187,6,California,22,1,1,0,0,0
2018,60190,6,California,18,-3,0,0,0,0
2018,60197,6,California,23,2,1,0,0,0
2018,60198,6,California,23,2,1,0,1,1
2018,60199,6,California,20,-1,0,0,1,1
2018,60203,6,California,22,1,1,0,1,1
2018,60206,6,California,24,3,1,0,1,1
2018,60207,6,California,23,2,1,1,1,0
2018,60208,6,California,21,0,1,1,1,1
2018,60208,6,California,18,-3,0,0,1,0
2018,60209,6,California,22,1,1,1,1,1
2018,60214,6,California,20,-1,0,0,1,0
2018,60218,6,California,23,2,1,1,1,0
2018,60225,6,California,19,-2,0,0,1,0
2018,60226,6,California,20,-1,0,1,1,1
2018,60231,6,California,23,2,1,1,1,0
2018,60231,6,California,19,-2,0,0,1,0
2018,60231,6,California,23,2,1,0,0,0
2018,60237,6,California,22,1,1,0,1,0
2018,60248,6,California,20,-1,0,0,0,0
2018,60255,6,California,23,2,1,0,1,0
2018,60259,6,California,21,0,1,0,0,0
2018,60267,6,California,24,3,1,1,1,1
2018,60273,6,California,21,0,1,0,1,0
2018,60299,6,California,18,-3,0,1,1,1
2018,60302,6,California,21,0,1,0,1,0
2018,60309,6,California,20,-1,0,0,1,0
2018,60314,6,California,19,-2,0,0,1,0
2018,60321,6,California,20,-1,0,0,1,0
2018,60326,6,California,21,0,1,0,0,0
2018,60330,6,California,21,0,1,0,1,0
2018,60331,6,California,22,1,1,0,1,0
2018,60357,6,California,21,0,1,0,1,1
2018,60359,6,California,21,0,1,0,1,0
2018,60368,6,California,21,0,1,1,0,0
2018,60373,6,California,20,-1,0,0,1,1
2018,60376,6,California,19,-2,0,0,0,0
2018,60377,6,California,21,0,1,0,1,1
2018,60388,6,California,20,-1,0,1,1,1
2018,60397,6,California,24,3,1,1,0,0
2018,60403,6,California,22,1,1,0,1,1
2018,60406,6,California,22,1,1,1,1,1
2018,60409,6,California,22,1,1,1,1,0
2018,60410,6,California,23,2,1,1,1,0
2018,60425,6,California,20,-1,0,0,1,0
2018,60438,6,California,24,3,1,0,1,1
2018,60438,6,California,23,2,1,0,0,1
2018,60441,6,California,20,-1,0,0,0,0
2018,60450,6,California,20,-1,0,0,1,1
2018,60459,6,California,20,-1,0,0,1,0
2018,60460,6,California,19,-2,0,0,1,0
2018,60478,6,California,20,-1,0,1,1,1
2018,60479,6,California,24,3,1,0,0,0
2018,60487,6,California,18,-3,0,0,1,0
2018,60491,6,California,20,-1,0,1,1,1
2018,60496,6,California,20,-1,0,0,1,1
2018,60507,6,California,20,-1,0,0,0,0
2018,60509,6,California,20,-1,0,0,1,0
2018,60512,6,California,22,1,1,0,1,0
2018,60513,6,California,23,2,1,0,1,0
2018,60525,6,California,18,-3,0,0,1,0
2018,60533,6,California,21,0,1,1,0,1
2018,60537,6,California,23,2,1,0,1,0
2018,60540,6,California,18,-3,0,0,1,1
2018,60549,6,California,24,3,1,1,1,1
2018,60554,6,California,19,-2,0,0,1,0
2018,60556,6,California,19,-2,0,0,0,0
2018,60557,6,California,22,1,1,1,1,1
2018,60557,6,California,21,0,1,0,0,0
2018,60560,6,California,18,-3,0,0,1,0
2018,60560,6,California,19,-2,0,0,1,0
2018,60568,6,California,22,1,1,1,1,1
2018,60574,6,California,19,-2,0,1,1,1
2018,60575,6,California,18,-3,0,0,1,0
2018,60577,6,California,20,-1,0,1,1,1
2018,60586,6,California,24,3,1,1,1,0
2018,60587,6,California,20,-1,0,1,1,1
2018,60589,6,California,18,-3,0,0,0,0
2018,60590,6,California,24,3,1,0,1,0
2018,60604,6,California,24,3,1,0,1,1
2018,60606,6,California,20,-1,0,0,0,0
2018,60612,6,California,20,-1,0,0,1,0
2018,60613,6,California,19,-2,0,0,1,0
2018,60617,6,California,24,3,1,0,0,0
2018,60618,6,California,22,1,1,0,1,1
2018,60619,6,California,22,1,1,0,0,0
2018,60624,6,California,20,-1,0,0,0,0
2018,60627,6,California,24,3,1,0,1,1
2018,60628,6,California,24,3,1,0,1,1
2018,60640,6,California,20,-1,0,0,1,0
2018,60643,6,California,23,2,1,0,0,0
2018,60647,6,California,24,3,1,0,0,0
2018,60651,6,California,18,-3,0,0,1,0
2018,60651,6,California,22,1,1,0,1,1
2018,60653,6,California,24,3,1,0,1,0
2018,60655,6,California,24,3,1,0,1,0
2018,60658,6,California,23,2,1,0,1,1
2018,60666,6,California,23,2,1,0,0,0
2018,60668,6,California,18,-3,0,0,1,0
2018,60681,6,California,20,-1,0,0,0,1
2018,60683,6,California,20,-1,0,1,0,0
2018,60695,6,California,24,3,1,1,1,1
2018,60699,6,California,23,2,1,0,1,0
2018,60700,6,California,23,2,1,1,1,1
2018,60704,6,California,18,-3,0,0,1,0
2018,60713,6,California,20,-1,0,0,0,0
2018,60715,6,California,20,-1,0,0,0,1
2018,60723,6,California,20,-1,0,0,1,0
2018,60735,6,California,18,-3,0,0,1,1
2018,60738,6,California,22,1,1,0,1,0
2018,60742,6,California,19,-2,0,0,1,1
2018,60745,6,California,20,-1,0,0,1,0
2018,60751,6,California,24,3,1,1,1,1
2018,60755,6,California,19,-2,0,0,1,0
2018,60765,6,California,24,3,1,1,0,0
2018,60765,6,California,23,2,1,0,1,1
2018,60767,6,California,24,3,1,1,1,1
2018,60768,6,California,19,-2,0,0,1,0
2018,60777,6,California,23,2,1,0,0,0
2018,60783,6,California,18,-3,0,0,1,0
2018,60786,6,California,18,-3,0,0,0,0
2018,60789,6,California,23,2,1,0,1,0
2018,60799,6,California,20,-1,0,0,1,0
2018,60805,6,California,22,1,1,1,0,1
2018,60809,6,California,23,2,1,0,1,1
2018,60822,6,California,24,3,1,1,1,1
2018,60823,6,California,20,-1,0,0,1,0
2018,60825,6,California,24,3,1,1,1,0
2018,60829,6,California,20,-1,0,0,0,1
2018,60834,6,California,19,-2,0,1,1,0
2018,60837,6,California,21,0,1,0,1,1
2018,60841,6,California,22,1,1,0,0,1
2018,60843,6,California,20,-1,0,1,1,1
2018,60849,6,California,24,3,1,1,0,1
2018,60853,6,California,20,-1,0,0,0,0
2018,60870,6,California,24,3,1,0,0,0
2018,60873,6,California,20,-1,0,0,1,0
2018,60892,6,California,23,2,1,0,0,0
2018,60894,6,California,23,2,1,0,0,0
2018,60897,6,California,20,-1,0,0,0,0
