"age","female","employed","bachelor","personal_income","high_income","ln_age"
50,0,0,1,0,0,3.91202300542815
60,1,0,0,0,0,4.0943445622221
26,1,1,0,25000,0,3.25809653802148
30,1,1,0,34600,0,3.40119738166216
34,1,1,0,44000,0,3.52636052461616
63,1,1,0,20100,0,4.14313472639153
41,1,0,0,12000,0,3.71357206670431
26,0,1,0,12000,0,3.25809653802148
32,1,0,1,0,0,3.46573590279973
35,0,1,1,20000,0,3.55534806148941
34,1,1,0,28000,0,3.52636052461616
33,1,1,0,20000,0,3.49650756146648
64,0,0,0,239800,1,4.15888308335967
60,1,1,0,15500,0,4.0943445622221
59,0,1,0,35800,0,4.07753744390572
37,1,1,0,34000,0,3.61091791264422
60,1,1,0,50000,0,4.0943445622221
63,0,1,1,140000,1,4.14313472639153
50,1,1,0,44600,0,3.91202300542815
61,0,1,1,312000,1,4.11087386417331
58,1,0,0,0,0,4.06044301054642
39,1,0,0,0,0,3.66356164612965
39,0,1,0,32000,0,3.66356164612965
42,1,0,0,0,0,3.73766961828337
52,0,1,0,35000,0,3.95124371858143
61,1,1,1,15600,0,4.11087386417331
63,0,1,0,94000,1,4.14313472639153
57,1,1,0,75000,0,4.04305126783455
58,0,1,1,180000,1,4.06044301054642
33,0,1,0,90000,0,3.49650756146648
36,1,1,1,250000,1,3.58351893845611
36,0,1,1,1e+05,1,3.58351893845611
46,1,1,0,58000,0,3.8286413964891
48,0,1,0,47000,0,3.87120101090789
28,1,0,0,0,0,3.3322045101752
33,1,1,1,83100,0,3.49650756146648
36,0,1,1,14000,0,3.58351893845611
60,1,1,0,72000,0,4.0943445622221
60,0,1,1,784000,1,4.0943445622221
47,0,1,0,2e+05,1,3.85014760171006
45,1,1,1,12000,0,3.80666248977032
35,1,1,1,1500,0,3.55534806148941
42,1,1,1,50000,0,3.73766961828337
41,0,1,1,1e+05,1,3.71357206670431
64,0,0,1,0,0,4.15888308335967
58,0,1,0,45000,0,4.06044301054642
44,0,1,1,1e+05,1,3.78418963391826
63,0,1,0,80000,0,4.14313472639153
61,1,0,0,0,0,4.11087386417331
35,1,1,1,1000,0,3.55534806148941
33,1,1,0,4510,0,3.49650756146648
29,0,1,0,25000,0,3.36729582998647
32,0,1,1,65000,0,3.46573590279973
27,1,1,1,57000,0,3.29583686600433
63,0,0,0,26900,0,4.14313472639153
52,0,1,0,118000,1,3.95124371858143
40,0,1,1,142000,1,3.68887945411394
41,1,1,1,90000,0,3.71357206670431
39,1,0,0,0,0,3.66356164612965
37,0,1,0,36000,0,3.61091791264422
44,1,1,0,60000,0,3.78418963391826
51,0,1,0,48000,0,3.93182563272433
38,1,1,1,20000,0,3.63758615972639
63,0,1,1,393000,1,4.14313472639153
47,1,1,0,60000,0,3.85014760171006
53,0,1,0,70000,0,3.97029191355212
64,0,1,0,65000,0,4.15888308335967
28,1,1,1,90000,0,3.3322045101752
33,0,1,0,383000,1,3.49650756146648
39,0,1,1,30000,0,3.66356164612965
39,1,1,0,3000,0,3.66356164612965
49,1,1,1,239000,1,3.89182029811063
47,1,0,0,0,0,3.85014760171006
30,0,1,1,160000,1,3.40119738166216
33,0,1,1,151000,1,3.49650756146648
32,0,1,0,17150,0,3.46573590279973
28,1,1,0,75000,0,3.3322045101752
55,0,1,0,684000,1,4.00733318523247
54,1,1,0,8000,0,3.98898404656427
48,0,1,1,130000,1,3.87120101090789
49,1,0,0,0,0,3.89182029811063
44,0,0,1,6300,0,3.78418963391826
52,1,1,1,130000,1,3.95124371858143
58,1,1,1,1e+05,1,4.06044301054642
38,0,1,0,95000,1,3.63758615972639
52,1,1,1,40000,0,3.95124371858143
53,0,1,1,60000,0,3.97029191355212
64,0,0,0,15500,0,4.15888308335967
61,1,1,0,31000,0,4.11087386417331
41,1,1,1,150000,1,3.71357206670431
42,0,1,0,30000,0,3.73766961828337
59,1,0,0,37710,0,4.07753744390572
45,1,0,0,2430,0,3.80666248977032
49,0,1,1,714000,1,3.89182029811063
50,1,0,1,0,0,3.91202300542815
55,1,1,1,80000,0,4.00733318523247
55,0,1,1,70000,0,4.00733318523247
56,1,1,1,27000,0,4.02535169073515
60,0,1,1,24000,0,4.0943445622221
62,0,1,1,21000,0,4.12713438504509
57,1,1,1,50000,0,4.04305126783455
30,0,1,0,45000,0,3.40119738166216
27,0,0,0,0,0,3.29583686600433
54,0,1,1,120000,1,3.98898404656427
52,1,1,1,178000,1,3.95124371858143
48,1,1,0,17400,0,3.87120101090789
50,0,1,0,75000,0,3.91202300542815
59,1,1,0,48000,0,4.07753744390572
49,0,1,0,35000,0,3.89182029811063
30,0,1,0,26000,0,3.40119738166216
58,1,0,0,15000,0,4.06044301054642
26,1,1,1,12210,0,3.25809653802148
42,0,0,0,0,0,3.73766961828337
40,1,1,0,10000,0,3.68887945411394
30,0,1,1,95000,1,3.40119738166216
28,1,1,1,83000,0,3.3322045101752
52,1,1,1,30000,0,3.95124371858143
63,1,1,1,67200,0,4.14313472639153
31,0,1,1,2e+05,1,3.43398720448515
31,1,1,1,180000,1,3.43398720448515
37,0,0,1,0,0,3.61091791264422
37,1,1,1,120000,1,3.61091791264422
28,0,1,1,131000,1,3.3322045101752
63,0,0,0,26800,0,4.14313472639153
49,1,1,0,34250,0,3.89182029811063
27,1,1,1,22000,0,3.29583686600433
49,1,1,0,36000,0,3.89182029811063
47,0,0,0,0,0,3.85014760171006
46,0,1,1,177000,1,3.8286413964891
46,1,1,1,155000,1,3.8286413964891
33,1,1,1,64000,0,3.49650756146648
29,1,1,1,160000,1,3.36729582998647
30,0,1,0,65000,0,3.40119738166216
58,1,1,0,3000,0,4.06044301054642
38,1,0,0,0,0,3.63758615972639
25,1,1,0,16800,0,3.2188758248682
40,0,1,0,20000,0,3.68887945411394
41,1,0,1,0,0,3.71357206670431
44,0,1,1,684000,1,3.78418963391826
46,1,1,0,140000,1,3.8286413964891
48,0,1,0,66000,0,3.87120101090789
50,0,1,1,160000,1,3.91202300542815
50,1,1,0,332500,1,3.91202300542815
50,1,1,1,98000,1,3.91202300542815
52,0,1,0,195000,1,3.95124371858143
29,1,1,0,20000,0,3.36729582998647
30,0,0,0,1000,0,3.40119738166216
39,0,1,1,20000,0,3.66356164612965
50,0,0,0,6000,0,3.91202300542815
33,0,1,0,156000,1,3.49650756146648
30,1,0,1,0,0,3.40119738166216
35,0,1,1,165000,1,3.55534806148941
34,1,0,1,76500,0,3.52636052461616
45,0,1,1,75000,0,3.80666248977032
35,1,1,0,71000,0,3.55534806148941
45,1,1,0,32000,0,3.80666248977032
48,0,1,0,35000,0,3.87120101090789
54,1,1,1,45000,0,3.98898404656427
61,0,0,1,434000,1,4.11087386417331
58,1,0,1,82770,0,4.06044301054642
58,0,1,1,106000,1,4.06044301054642
37,0,1,1,122000,1,3.61091791264422
34,1,1,1,165000,1,3.52636052461616
33,1,1,1,140000,1,3.49650756146648
39,0,1,0,150000,1,3.66356164612965
62,1,1,0,30000,0,4.12713438504509
31,0,0,0,30000,0,3.43398720448515
27,1,1,0,30000,0,3.29583686600433
37,1,1,0,47000,0,3.61091791264422
45,0,1,0,40000,0,3.80666248977032
39,1,1,0,60000,0,3.66356164612965
47,0,1,0,30000,0,3.85014760171006
58,0,1,1,2e+05,1,4.06044301054642
58,1,1,1,120000,1,4.06044301054642
32,0,1,1,185000,1,3.46573590279973
34,0,1,0,24100,0,3.52636052461616
33,1,0,0,0,0,3.49650756146648
36,1,1,1,37000,0,3.58351893845611
38,0,1,1,177000,1,3.63758615972639
43,1,0,0,23000,0,3.76120011569356
50,0,1,1,1e+05,1,3.91202300542815
26,1,1,0,1200,0,3.25809653802148
64,0,1,1,684000,1,4.15888308335967
34,0,1,1,35000,0,3.52636052461616
50,1,0,0,0,0,3.91202300542815
36,0,1,1,78000,0,3.58351893845611
35,1,0,0,11900,0,3.55534806148941
33,0,0,0,93000,1,3.49650756146648
42,1,1,0,62000,0,3.73766961828337
31,0,1,1,222000,1,3.43398720448515
32,1,1,1,209000,1,3.46573590279973
57,1,0,0,53000,0,4.04305126783455
57,1,0,0,0,0,4.04305126783455
51,0,1,0,1e+05,1,3.93182563272433
48,0,1,1,30000,0,3.87120101090789
40,1,1,1,1e+05,1,3.68887945411394
56,0,1,0,35000,0,4.02535169073515
28,1,1,0,30000,0,3.3322045101752
53,1,0,1,180000,1,3.97029191355212
43,0,1,0,122000,1,3.76120011569356
40,0,1,0,89000,0,3.68887945411394
59,1,1,1,175000,1,4.07753744390572
49,0,1,1,225000,1,3.89182029811063
39,0,1,1,60000,0,3.66356164612965
48,0,1,1,150000,1,3.87120101090789
44,1,0,0,0,0,3.78418963391826
32,1,0,0,0,0,3.46573590279973
48,1,1,0,2040,0,3.87120101090789
26,0,1,0,25000,0,3.25809653802148
38,0,0,0,28800,0,3.63758615972639
63,1,0,0,6600,0,4.14313472639153
26,1,1,0,33200,0,3.25809653802148
26,0,1,0,40000,0,3.25809653802148
25,1,1,0,24000,0,3.2188758248682
42,0,0,0,12400,0,3.73766961828337
48,0,1,1,5000,0,3.87120101090789
43,0,1,0,24000,0,3.76120011569356
50,1,1,1,220000,1,3.91202300542815
50,0,0,1,150000,1,3.91202300542815
47,0,0,0,13600,0,3.85014760171006
53,0,1,1,140000,1,3.97029191355212
51,1,1,0,40000,0,3.93182563272433
46,0,1,1,175000,1,3.8286413964891
47,1,1,1,150000,1,3.85014760171006
27,1,1,1,128000,1,3.29583686600433
28,0,1,1,5000,0,3.3322045101752
39,0,1,0,93000,1,3.66356164612965
62,0,0,0,21000,0,4.12713438504509
39,1,1,0,140000,1,3.66356164612965
47,0,1,0,120000,1,3.85014760171006
36,0,1,0,57000,0,3.58351893845611
32,1,1,0,95000,1,3.46573590279973
26,1,0,0,0,0,3.25809653802148
62,0,0,0,74000,0,4.12713438504509
55,1,1,0,20000,0,4.00733318523247
47,0,1,0,23200,0,3.85014760171006
44,0,1,1,235000,1,3.78418963391826
35,1,0,1,1e+05,1,3.55534806148941
54,1,1,1,129000,1,3.98898404656427
61,0,0,1,50000,0,4.11087386417331
60,0,1,0,55000,0,4.0943445622221
56,1,1,0,55000,0,4.02535169073515
26,1,1,0,4000,0,3.25809653802148
48,0,1,0,30000,0,3.87120101090789
32,1,1,1,60000,0,3.46573590279973
54,1,0,1,0,0,3.98898404656427
58,0,1,1,604000,1,4.06044301054642
64,1,0,1,6400,0,4.15888308335967
33,1,1,1,2e+05,1,3.49650756146648
35,0,1,1,2e+05,1,3.55534806148941
47,1,1,0,140000,1,3.85014760171006
56,0,1,0,85000,0,4.02535169073515
30,0,1,0,35500,0,3.40119738166216
56,0,1,0,50000,0,4.02535169073515
44,1,1,1,91000,1,3.78418963391826
39,0,1,0,57000,0,3.66356164612965
54,1,1,1,55000,0,3.98898404656427
47,1,1,1,46000,0,3.85014760171006
62,0,1,1,75000,0,4.12713438504509
29,0,0,0,12500,0,3.36729582998647
53,0,1,1,684000,1,3.97029191355212
53,1,0,1,0,0,3.97029191355212
37,1,1,0,69000,0,3.61091791264422
42,0,1,0,95000,1,3.73766961828337
60,1,0,0,12500,0,4.0943445622221
61,0,1,1,684000,1,4.11087386417331
50,1,1,1,408000,1,3.91202300542815
33,1,1,0,24000,0,3.49650756146648
52,1,0,0,13800,0,3.95124371858143
33,1,1,1,24000,0,3.49650756146648
37,0,1,1,110000,1,3.61091791264422
28,1,1,1,114000,1,3.3322045101752
52,1,1,0,80000,0,3.95124371858143
58,1,1,1,125000,1,4.06044301054642
63,0,0,0,28800,0,4.14313472639153
42,0,0,1,192100,1,3.73766961828337
43,1,1,1,15000,0,3.76120011569356
62,1,0,0,10600,0,4.12713438504509
41,0,1,1,72000,0,3.71357206670431
39,1,1,0,35000,0,3.66356164612965
39,1,1,0,8000,0,3.66356164612965
39,0,1,0,15000,0,3.66356164612965
35,1,0,0,0,0,3.55534806148941
41,0,1,0,30600,0,3.71357206670431
48,1,1,0,20700,0,3.87120101090789
40,1,0,0,0,0,3.68887945411394
64,1,0,1,88000,0,4.15888308335967
62,1,0,0,12400,0,4.12713438504509
58,0,1,0,68000,0,4.06044301054642
57,0,1,0,50000,0,4.04305126783455
53,1,0,0,0,0,3.97029191355212
40,1,1,0,65000,0,3.68887945411394
40,0,1,0,65000,0,3.68887945411394
34,1,1,1,85000,0,3.52636052461616
32,1,1,1,80000,0,3.46573590279973
30,1,1,1,82000,0,3.40119738166216
35,0,0,0,0,0,3.55534806148941
54,0,1,1,140000,1,3.98898404656427
50,1,1,1,60000,0,3.91202300542815
26,0,1,1,16500,0,3.25809653802148
55,0,1,1,1e+05,1,4.00733318523247
56,1,1,0,29500,0,4.02535169073515
51,0,1,1,229000,1,3.93182563272433
42,0,0,1,0,0,3.73766961828337
54,0,1,0,60000,0,3.98898404656427
52,1,1,0,50000,0,3.95124371858143
28,1,0,0,0,0,3.3322045101752
29,0,1,0,5000,0,3.36729582998647
59,1,0,0,0,0,4.07753744390572
31,0,0,0,0,0,3.43398720448515
54,0,0,1,11700,0,3.98898404656427
51,1,0,1,76000,0,3.93182563272433
47,0,1,1,110000,1,3.85014760171006
48,1,0,0,0,0,3.87120101090789
36,0,1,1,78600,0,3.58351893845611
54,0,1,0,80000,0,3.98898404656427
49,1,0,0,0,0,3.89182029811063
64,0,0,0,11300,0,4.15888308335967
64,0,1,0,50000,0,4.15888308335967
57,0,0,0,8000,0,4.04305126783455
25,0,1,1,60000,0,3.2188758248682
27,0,1,1,101420,1,3.29583686600433
26,1,1,1,91150,1,3.25809653802148
34,0,1,1,134000,1,3.52636052461616
42,1,1,0,87000,0,3.73766961828337
63,0,1,0,30000,0,4.14313472639153
46,0,1,1,140000,1,3.8286413964891
42,1,1,1,111000,1,3.73766961828337
44,0,1,1,110000,1,3.78418963391826
46,1,1,1,128000,1,3.8286413964891
62,1,0,0,21400,0,4.12713438504509
56,0,1,0,43700,0,4.02535169073515
31,1,1,1,61000,0,3.43398720448515
46,1,1,0,95000,1,3.8286413964891
37,0,1,0,90000,0,3.61091791264422
35,1,1,1,45000,0,3.55534806148941
60,0,1,1,388000,1,4.0943445622221
60,0,1,1,305000,1,4.0943445622221
56,0,1,1,56000,0,4.02535169073515
50,1,1,1,62000,0,3.91202300542815
44,0,1,1,614000,1,3.78418963391826
41,1,0,1,0,0,3.71357206670431
41,1,1,0,85000,0,3.71357206670431
53,0,1,1,140000,1,3.97029191355212
53,1,1,1,150000,1,3.97029191355212
25,1,1,1,60000,0,3.2188758248682
33,1,0,0,35200,0,3.49650756146648
58,1,1,1,152000,1,4.06044301054642
60,1,0,0,22000,0,4.0943445622221
60,0,1,0,50000,0,4.0943445622221
63,1,0,1,90000,0,4.14313472639153
64,0,0,1,64000,0,4.15888308335967
44,1,1,0,179000,1,3.78418963391826
45,0,1,0,120000,1,3.80666248977032
32,0,1,1,175000,1,3.46573590279973
30,1,1,1,95000,1,3.40119738166216
58,1,1,0,45000,0,4.06044301054642
64,0,1,1,128000,1,4.15888308335967
40,0,1,0,50000,0,3.68887945411394
42,1,1,0,50000,0,3.73766961828337
32,0,1,1,2e+05,1,3.46573590279973
64,0,0,0,25000,0,4.15888308335967
63,0,0,0,26800,0,4.14313472639153
51,0,1,0,60000,0,3.93182563272433
58,1,1,0,21600,0,4.06044301054642
42,0,1,1,1e+05,1,3.73766961828337
30,1,1,0,200,0,3.40119738166216
52,0,1,1,30000,0,3.95124371858143
53,1,0,0,5000,0,3.97029191355212
57,0,1,1,105030,1,4.04305126783455
53,0,1,1,122030,1,3.97029191355212
38,0,1,0,56000,0,3.63758615972639
61,0,1,1,34300,0,4.11087386417331
54,0,1,0,12000,0,3.98898404656427
48,1,1,0,47300,0,3.87120101090789
55,0,1,0,23000,0,4.00733318523247
47,1,1,0,240,0,3.85014760171006
28,0,1,0,22000,0,3.3322045101752
63,1,0,0,210,0,4.14313472639153
60,0,1,0,127000,1,4.0943445622221
61,0,1,0,16000,0,4.11087386417331
30,0,1,0,45000,0,3.40119738166216
63,1,0,0,0,0,4.14313472639153
54,0,1,0,80000,0,3.98898404656427
47,0,1,0,40000,0,3.85014760171006
49,1,0,0,0,0,3.89182029811063
25,1,0,0,0,0,3.2188758248682
56,0,0,1,0,0,4.02535169073515
47,1,0,0,100,0,3.85014760171006
43,0,1,1,180600,1,3.76120011569356
39,1,1,0,75000,0,3.66356164612965
45,1,1,1,82000,0,3.80666248977032
50,0,1,1,150000,1,3.91202300542815
45,0,1,1,30000,0,3.80666248977032
43,1,1,1,50000,0,3.76120011569356
40,0,1,1,40000,0,3.68887945411394
40,1,0,0,0,0,3.68887945411394
33,0,1,1,55000,0,3.49650756146648
30,1,1,1,7200,0,3.40119738166216
41,1,1,1,75000,0,3.71357206670431
53,1,1,0,60000,0,3.97029191355212
54,0,1,0,75000,0,3.98898404656427
39,0,1,1,55000,0,3.66356164612965
36,1,1,1,22000,0,3.58351893845611
62,0,1,1,75000,0,4.12713438504509
60,1,1,1,90000,0,4.0943445622221
63,1,0,1,82000,0,4.14313472639153
48,1,0,0,27280,0,3.87120101090789
60,1,1,0,16000,0,4.0943445622221
63,0,0,0,0,0,4.14313472639153
37,1,1,1,72000,0,3.61091791264422
36,0,1,1,36000,0,3.58351893845611
36,0,1,1,60000,0,3.58351893845611
59,1,0,0,12500,0,4.07753744390572
35,1,0,0,0,0,3.55534806148941
64,1,1,1,63000,0,4.15888308335967
46,1,0,0,0,0,3.8286413964891
49,0,1,0,1e+05,1,3.89182029811063
30,1,1,1,47000,0,3.40119738166216
39,0,1,1,20100,0,3.66356164612965
60,1,1,0,55000,0,4.0943445622221
37,1,1,0,40000,0,3.61091791264422
30,1,1,0,20000,0,3.40119738166216
38,0,1,0,45000,0,3.63758615972639
35,1,1,1,120000,1,3.55534806148941
37,0,1,0,85000,0,3.61091791264422
41,0,1,1,30000,0,3.71357206670431
39,1,0,0,0,0,3.66356164612965
47,1,1,1,66200,0,3.85014760171006
52,0,1,0,55000,0,3.95124371858143
45,0,1,0,48000,0,3.80666248977032
45,1,1,0,45000,0,3.80666248977032
44,1,1,0,38000,0,3.78418963391826
44,1,1,0,124000,1,3.78418963391826
33,1,0,1,1000,0,3.49650756146648
54,0,0,0,0,0,3.98898404656427
51,0,1,0,65000,0,3.93182563272433
42,0,1,0,50000,0,3.73766961828337
31,1,1,1,45000,0,3.43398720448515
52,1,1,1,213000,1,3.95124371858143
62,0,1,0,50000,0,4.12713438504509
25,1,1,0,40000,0,3.2188758248682
44,0,1,0,45000,0,3.78418963391826
53,1,0,1,0,0,3.97029191355212
61,1,0,0,14400,0,4.11087386417331
63,0,0,1,136000,1,4.14313472639153
59,0,1,0,201000,1,4.07753744390572
54,1,0,0,0,0,3.98898404656427
34,1,0,0,0,0,3.52636052461616
62,0,0,0,10700,0,4.12713438504509
61,1,0,0,434000,1,4.11087386417331
35,1,1,0,29900,0,3.55534806148941
38,0,1,0,60000,0,3.63758615972639
48,0,1,0,45300,0,3.87120101090789
56,0,1,0,91400,1,4.02535169073515
54,1,0,0,5000,0,3.98898404656427
59,1,0,0,1e+05,1,4.07753744390572
59,0,1,1,1e+05,1,4.07753744390572
29,0,1,1,52370,0,3.36729582998647
37,1,1,1,38900,0,3.61091791264422
51,0,0,1,45000,0,3.93182563272433
57,0,1,0,72100,0,4.04305126783455
60,0,0,0,3600,0,4.0943445622221
32,0,1,0,47000,0,3.46573590279973
32,1,0,0,0,0,3.46573590279973
32,1,1,0,22000,0,3.46573590279973
40,0,0,1,0,0,3.68887945411394
56,0,1,1,140000,1,4.02535169073515
48,1,0,0,0,0,3.87120101090789
64,0,0,1,169800,1,4.15888308335967
43,1,1,1,5100,0,3.76120011569356
57,1,1,0,40000,0,4.04305126783455
34,0,1,1,81000,0,3.52636052461616
33,1,1,0,49700,0,3.49650756146648
27,0,1,0,53000,0,3.29583686600433
54,0,1,0,80400,0,3.98898404656427
54,1,0,0,9000,0,3.98898404656427
52,0,1,0,202000,1,3.95124371858143
46,1,1,1,132000,1,3.8286413964891
59,0,1,1,1e+05,1,4.07753744390572
43,1,0,0,0,0,3.76120011569356
29,0,1,0,30000,0,3.36729582998647
51,1,1,0,38000,0,3.93182563272433
44,0,1,0,50000,0,3.78418963391826
63,1,1,0,28000,0,4.14313472639153
41,0,1,0,80000,0,3.71357206670431
39,1,0,0,0,0,3.66356164612965
53,0,1,1,155000,1,3.97029191355212
51,1,1,1,8000,0,3.93182563272433
42,0,1,1,105000,1,3.73766961828337
42,1,1,1,280000,1,3.73766961828337
29,0,1,1,1e+05,1,3.36729582998647
26,1,0,1,0,0,3.25809653802148
35,0,1,1,150000,1,3.55534806148941
33,1,0,1,0,0,3.49650756146648
40,1,0,1,75000,0,3.68887945411394
63,0,0,0,24000,0,4.14313472639153
60,1,1,1,80000,0,4.0943445622221
40,1,1,0,60000,0,3.68887945411394
40,0,1,0,60000,0,3.68887945411394
30,1,1,1,188000,1,3.40119738166216
32,1,1,1,140000,1,3.46573590279973
40,0,1,1,104000,1,3.68887945411394
55,1,1,0,82000,0,4.00733318523247
42,0,1,0,22000,0,3.73766961828337
28,0,0,0,9900,0,3.3322045101752
44,0,1,0,28000,0,3.78418963391826
45,0,1,0,168000,1,3.80666248977032
37,1,1,1,50000,0,3.61091791264422
49,0,0,1,0,0,3.89182029811063
59,1,0,0,31700,0,4.07753744390572
43,0,1,0,120000,1,3.76120011569356
62,1,1,1,1e+05,1,4.12713438504509
36,0,0,0,0,0,3.58351893845611
34,0,1,1,48000,0,3.52636052461616
33,1,1,0,15000,0,3.49650756146648
51,0,0,0,75000,0,3.93182563272433
47,0,0,1,0,0,3.85014760171006
42,1,0,1,0,0,3.73766961828337
34,0,1,0,40000,0,3.52636052461616
34,1,0,0,180,0,3.52636052461616
61,0,1,0,39900,0,4.11087386417331
56,1,0,1,0,0,4.02535169073515
59,0,1,1,203000,1,4.07753744390572
54,1,1,0,45000,0,3.98898404656427
57,0,1,0,80000,0,4.04305126783455
30,1,1,0,192000,1,3.40119738166216
60,1,0,0,10700,0,4.0943445622221
55,0,1,0,35000,0,4.00733318523247
56,0,1,0,28000,0,4.02535169073515
48,1,0,0,18500,0,3.87120101090789
36,1,1,1,150000,1,3.58351893845611
40,0,1,0,30000,0,3.68887945411394
29,0,1,1,40020,0,3.36729582998647
59,0,1,1,212000,1,4.07753744390572
49,1,1,0,17000,0,3.89182029811063
27,1,1,0,5000,0,3.29583686600433
30,0,1,0,10000,0,3.40119738166216
25,1,1,1,115000,1,3.2188758248682
39,1,1,0,38400,0,3.66356164612965
56,1,1,0,93000,1,4.02535169073515
53,0,0,0,60000,0,3.97029191355212
53,1,0,1,0,0,3.97029191355212
47,0,1,0,75000,0,3.85014760171006
31,1,1,1,105000,1,3.43398720448515
36,1,1,0,85800,0,3.58351893845611
40,0,1,0,185000,1,3.68887945411394
42,1,1,0,140000,1,3.73766961828337
44,0,1,1,160000,1,3.78418963391826
38,0,1,1,140000,1,3.63758615972639
57,1,1,1,65000,0,4.04305126783455
59,0,1,1,122000,1,4.07753744390572
28,1,1,1,57000,0,3.3322045101752
29,0,1,1,1e+05,1,3.36729582998647
57,1,1,0,105000,1,4.04305126783455
59,0,1,0,117000,1,4.07753744390572
60,1,0,1,0,0,4.0943445622221
56,0,1,1,380000,1,4.02535169073515
48,0,1,0,40000,0,3.87120101090789
43,1,1,0,50000,0,3.76120011569356
35,0,0,1,25000,0,3.55534806148941
36,0,1,0,40000,0,3.58351893845611
33,1,1,0,45000,0,3.49650756146648
35,0,1,1,45000,0,3.55534806148941
63,0,1,0,70000,0,4.14313472639153
29,0,1,0,62000,0,3.36729582998647
27,1,1,0,32000,0,3.29583686600433
39,1,1,0,15000,0,3.66356164612965
43,0,1,0,25000,0,3.76120011569356
48,0,1,0,222000,1,3.87120101090789
53,1,1,0,12000,0,3.97029191355212
35,0,1,1,120000,1,3.55534806148941
35,1,1,1,80000,0,3.55534806148941
58,0,1,0,23000,0,4.06044301054642
52,0,1,1,160000,1,3.95124371858143
47,1,1,1,175000,1,3.85014760171006
32,1,1,0,116000,1,3.46573590279973
37,0,1,1,75000,0,3.61091791264422
46,0,1,1,165000,1,3.8286413964891
55,1,1,1,1e+05,1,4.00733318523247
26,0,1,1,60120,0,3.25809653802148
52,1,1,0,60000,0,3.95124371858143
43,0,1,1,684000,1,3.76120011569356
41,1,1,1,90000,0,3.71357206670431
35,1,0,0,0,0,3.55534806148941
29,0,1,0,20000,0,3.36729582998647
25,0,1,0,20000,0,3.2188758248682
52,1,1,0,10000,0,3.95124371858143
64,0,1,0,36000,0,4.15888308335967
25,0,1,0,43800,0,3.2188758248682
43,0,1,1,160000,1,3.76120011569356
40,1,1,1,1e+05,1,3.68887945411394
57,1,1,1,123700,1,4.04305126783455
31,0,1,0,40000,0,3.43398720448515
39,0,1,1,70000,0,3.66356164612965
42,1,1,1,89000,0,3.73766961828337
31,0,0,1,0,0,3.43398720448515
30,1,0,1,0,0,3.40119738166216
39,0,1,1,228000,1,3.66356164612965
37,1,1,1,215000,1,3.61091791264422
41,1,1,1,137800,1,3.71357206670431
42,0,1,0,175000,1,3.73766961828337
58,1,1,0,27600,0,4.06044301054642
62,0,0,0,38700,0,4.12713438504509
32,1,1,0,2400,0,3.46573590279973
58,1,1,0,41000,0,4.06044301054642
62,0,1,0,6100,0,4.12713438504509
28,0,1,1,36900,0,3.3322045101752
60,0,1,0,110000,1,4.0943445622221
62,1,0,0,45000,0,4.12713438504509
36,1,1,1,130000,1,3.58351893845611
46,1,1,1,13000,0,3.8286413964891
50,0,1,1,80000,0,3.91202300542815
59,0,1,0,96400,1,4.07753744390572
57,0,0,1,3600,0,4.04305126783455
56,1,1,0,23000,0,4.02535169073515
30,0,0,0,1400,0,3.40119738166216
34,1,1,1,90000,0,3.52636052461616
45,0,1,0,40000,0,3.80666248977032
48,1,0,0,0,0,3.87120101090789
40,0,1,0,90000,0,3.68887945411394
38,1,0,0,0,0,3.63758615972639
50,1,1,0,14000,0,3.91202300542815
33,0,1,0,73000,0,3.49650756146648
33,1,1,0,53000,0,3.49650756146648
49,1,1,1,173000,1,3.89182029811063
50,0,1,1,151000,1,3.91202300542815
48,0,1,0,99000,1,3.87120101090789
45,1,1,1,55000,0,3.80666248977032
30,0,0,1,80000,0,3.40119738166216
25,1,1,1,72000,0,3.2188758248682
33,0,1,1,230000,1,3.49650756146648
30,1,1,1,292000,1,3.40119738166216
38,0,1,1,226000,1,3.63758615972639
46,0,1,1,112500,1,3.8286413964891
52,1,1,1,80000,0,3.95124371858143
32,1,0,0,0,0,3.46573590279973
45,1,1,1,80000,0,3.80666248977032
43,0,1,1,60000,0,3.76120011569356
34,1,0,0,0,0,3.52636052461616
36,0,1,0,50000,0,3.58351893845611
64,0,0,0,79000,0,4.15888308335967
58,1,1,1,141000,1,4.06044301054642
28,0,1,1,37600,0,3.3322045101752
51,1,1,1,28000,0,3.93182563272433
34,1,1,0,56000,0,3.52636052461616
40,0,0,0,0,0,3.68887945411394
35,0,1,0,103000,1,3.55534806148941
47,0,1,0,50000,0,3.85014760171006
46,1,1,0,30000,0,3.8286413964891
26,1,0,0,60000,0,3.25809653802148
35,1,1,0,21000,0,3.55534806148941
40,0,1,1,212000,1,3.68887945411394
39,1,0,1,0,0,3.66356164612965
39,1,0,0,0,0,3.66356164612965
46,0,1,1,150000,1,3.8286413964891
58,0,1,1,233300,1,4.06044301054642
60,0,1,1,180000,1,4.0943445622221
63,1,1,1,12400,0,4.14313472639153
51,0,1,1,80500,0,3.93182563272433
44,1,0,0,0,0,3.78418963391826
46,0,1,1,80000,0,3.8286413964891
45,0,1,1,350000,1,3.80666248977032
40,1,1,1,120000,1,3.68887945411394
64,0,1,0,85300,0,4.15888308335967
35,0,0,1,103000,1,3.55534806148941
